ID;SKU;Imagen
211865010;DIS611;https://www.xt-pc.com.ar/img/productos/12/DIS611.jpg
211865015;MEM761;https://www.xt-pc.com.ar/img/productos/4/MEM761.jpg
211865027;MEM762;https://www.xt-pc.com.ar/img/productos/4/MEM762.jpg
211865033;MEM764;https://www.xt-pc.com.ar/img/productos/4/MEM764.jpg
211865038;MEM765;https://www.xt-pc.com.ar/img/productos/4/MEM765.jpg
211865047;MEM767;https://www.xt-pc.com.ar/img/productos/4/MEM767.jpg
211865053;MEM772;https://www.xt-pc.com.ar/img/productos/4/MEM772.jpg
211865060;MEM787;https://www.xt-pc.com.ar/img/productos/4/MEM787.jpg
211865070;MON353;https://www.xt-pc.com.ar/img/productos/18/MON353.jpg
211865076;VGA1765;https://www.xt-pc.com.ar/img/productos/3/VGA1765.jpg
211865086;VGA1770;https://www.xt-pc.com.ar/img/productos/3/VGA1770.jpg
211865102;RED338;https://www.xt-pc.com.ar/img/productos/27/RED338.jpg
211865109;RED339;https://www.xt-pc.com.ar/img/productos/27/RED339.jpg
211865115;UPS035;https://www.xt-pc.com.ar/img/productos/25/UPS035.jpg
211865122;UPS036;https://www.xt-pc.com.ar/img/productos/25/UPS036.jpg
211865131;DIS652;https://www.xt-pc.com.ar/img/productos/12/DIS652.jpg
211865139;COO350;https://www.xt-pc.com.ar/img/productos/23/COO350.jpg
211865147;DIS654;https://www.xt-pc.com.ar/img/productos/12/DIS654.jpg
211865155;AUR354;https://www.xt-pc.com.ar/img/productos/28/AUR354.jpg
211865164;IMP255;https://www.xt-pc.com.ar/img/productos/20/IMP255.jpg
211865168;IMP256;https://www.xt-pc.com.ar/img/productos/20/IMP256.jpg
211865176;TEC475;https://www.xt-pc.com.ar/img/productos/8/TEC475.jpg
211865190;MOU581;https://www.xt-pc.com.ar/img/productos/14/MOU581.jpg
211865196;MOU582;https://www.xt-pc.com.ar/img/productos/14/MOU582.jpg
211865198;MOU583;https://www.xt-pc.com.ar/img/productos/14/MOU583.jpg
211865204;VGA1773;https://www.xt-pc.com.ar/img/productos/3/VGA1773.jpg
211865210;VAR658;https://www.xt-pc.com.ar/img/productos/26/VAR658.jpg
211865216;GAB1121;https://www.xt-pc.com.ar/img/productos/6/GAB1121.jpg
211865222;TEC476;https://www.xt-pc.com.ar/img/productos/8/TEC476.jpg
211865232;CPU497;https://www.xt-pc.com.ar/img/productos/1/CPU497.jpg
211865239;VGA1775;https://www.xt-pc.com.ar/img/productos/3/VGA1775.jpg
211865252;VGA1776;https://www.xt-pc.com.ar/img/productos/3/VGA1776.jpg
211865260;GAB1122;https://www.xt-pc.com.ar/img/productos/6/GAB1122.jpg
211865269;AUR367;https://www.xt-pc.com.ar/img/productos/28/AUR367.jpg
